state,county,tract,block group,NAME,Unemployed,Income,WhiteRace,BlackRace,IndianAlaskanRace,AsianRace,Population,MaleGender,FemaleGender,HighSchoolEducation,College_Less_1yrEducation,College_More_1YREducation,AssociateDegreeEducation,BachelorDegreeEducation,MasterDegreeEducation,ProfessionalDegreeEducation,DoctorateDegreeEducation
42,095,017703,1,"Block Group 1, Census Tract 177.03, Northampton County, Pennsylvania",0,203,870,7,0,17,894,431,463,221,26,90,26,143,178,22,33
42,095,017703,2,"Block Group 2, Census Tract 177.03, Northampton County, Pennsylvania",55,566,1554,163,0,168,2100,1005,1095,325,57,177,117,372,307,52,51
42,095,017704,2,"Block Group 2, Census Tract 177.04, Northampton County, Pennsylvania",16,553,2088,86,0,96,2374,1009,1365,372,101,224,150,400,210,40,41
42,095,018002,2,"Block Group 2, Census Tract 180.02, Northampton County, Pennsylvania",100,389,1104,13,0,10,1135,610,525,190,14,107,143,172,79,18,0
42,095,018100,3,"Block Group 3, Census Tract 181, Northampton County, Pennsylvania",16,487,1217,155,0,142,1514,808,706,383,24,150,105,340,170,0,86
42,095,018100,4,"Block Group 4, Census Tract 181, Northampton County, Pennsylvania",0,510,1580,315,0,112,2069,888,1181,410,31,242,88,343,187,44,0
42,095,018200,2,"Block Group 2, Census Tract 182, Northampton County, Pennsylvania",24,281,1051,0,0,0,1059,500,559,432,60,104,63,47,23,0,0
42,095,018300,1,"Block Group 1, Census Tract 183, Northampton County, Pennsylvania",17,219,639,0,0,20,659,349,310,174,30,108,50,94,43,0,0
42,095,018300,3,"Block Group 3, Census Tract 183, Northampton County, Pennsylvania",48,264,901,64,0,3,1003,498,505,276,60,77,39,43,9,0,0
42,095,018300,4,"Block Group 4, Census Tract 183, Northampton County, Pennsylvania",64,516,1825,58,0,24,1997,907,1090,609,80,91,161,225,93,0,16
42,095,010400,1,"Block Group 1, Census Tract 104, Northampton County, Pennsylvania",0,478,1104,300,0,0,1463,518,945,354,109,170,37,198,146,0,25
42,095,015400,2,"Block Group 2, Census Tract 154, Northampton County, Pennsylvania",38,355,984,42,0,9,1035,549,486,345,159,50,48,93,41,0,9
42,095,018100,1,"Block Group 1, Census Tract 181, Northampton County, Pennsylvania",10,484,1510,34,0,0,1645,804,841,456,58,144,121,258,59,2,0
42,095,017901,2,"Block Group 2, Census Tract 179.01, Northampton County, Pennsylvania",8,178,558,3,0,0,562,241,321,156,26,68,0,85,33,8,11
42,095,017902,2,"Block Group 2, Census Tract 179.02, Northampton County, Pennsylvania",32,264,856,5,0,6,892,443,449,244,47,70,66,64,30,5,6
42,095,017300,1,"Block Group 1, Census Tract 173, Northampton County, Pennsylvania",55,440,1201,38,0,52,1387,675,712,402,65,132,88,68,24,2,1
42,095,010800,2,"Block Group 2, Census Tract 108, Northampton County, Pennsylvania",23,445,1330,101,0,33,1675,732,943,332,42,126,49,242,141,40,103
42,095,015700,1,"Block Group 1, Census Tract 157, Northampton County, Pennsylvania",25,261,862,0,0,18,883,411,472,244,53,100,91,56,36,0,0
42,095,011000,3,"Block Group 3, Census Tract 110, Northampton County, Pennsylvania",39,388,1244,122,0,150,1734,861,873,203,65,73,78,119,23,0,0
42,095,015400,1,"Block Group 1, Census Tract 154, Northampton County, Pennsylvania",0,351,1027,13,0,10,1050,557,493,235,83,122,94,174,34,0,0
42,095,010500,4,"Block Group 4, Census Tract 105, Northampton County, Pennsylvania",22,79,292,97,0,0,431,142,289,78,28,4,6,0,0,0,0
42,095,014700,2,"Block Group 2, Census Tract 147, Northampton County, Pennsylvania",91,448,850,383,10,0,1399,645,754,286,81,112,92,83,14,0,0
42,095,015600,1,"Block Group 1, Census Tract 156, Northampton County, Pennsylvania",59,482,1586,21,0,5,1636,835,801,330,146,83,70,170,138,21,19
42,095,016201,4,"Block Group 4, Census Tract 162.01, Northampton County, Pennsylvania",71,393,1288,1,47,28,1458,756,702,303,27,107,78,88,22,0,0
42,095,010200,2,"Block Group 2, Census Tract 102, Northampton County, Pennsylvania",33,359,1184,25,0,33,1258,535,723,149,45,65,67,425,175,45,68
42,095,011200,1,"Block Group 1, Census Tract 112, Northampton County, Pennsylvania",48,423,1214,57,0,76,1942,927,1015,296,11,187,101,172,24,16,0
42,095,014100,2,"Block Group 2, Census Tract 141, Northampton County, Pennsylvania",10,349,810,2,0,75,1016,491,525,117,15,64,40,193,195,21,61
42,095,014600,1,"Block Group 1, Census Tract 146, Northampton County, Pennsylvania",8,379,696,211,0,103,1103,565,538,283,9,199,93,139,26,0,0
42,095,015300,3,"Block Group 3, Census Tract 153, Northampton County, Pennsylvania",24,247,1096,0,0,0,1096,457,639,502,8,61,75,78,9,0,0
42,095,015901,3,"Block Group 3, Census Tract 159.01, Northampton County, Pennsylvania",8,382,1254,0,0,0,1254,676,578,283,33,30,95,203,45,21,0
42,095,015901,4,"Block Group 4, Census Tract 159.01, Northampton County, Pennsylvania",41,563,2004,0,0,0,2004,1029,975,512,96,181,153,178,201,14,0
42,095,015902,3,"Block Group 3, Census Tract 159.02, Northampton County, Pennsylvania",0,268,908,8,0,0,947,479,468,268,32,126,75,62,46,0,6
42,095,017603,3,"Block Group 3, Census Tract 176.03, Northampton County, Pennsylvania",11,193,662,13,0,0,675,307,368,152,39,133,43,61,9,0,0
42,095,014200,4,"Block Group 4, Census Tract 142, Northampton County, Pennsylvania",110,410,831,382,0,146,1490,782,708,217,0,268,28,57,0,0,15
42,095,016600,1,"Block Group 1, Census Tract 166, Northampton County, Pennsylvania",62,443,1429,22,0,0,1458,681,777,397,82,126,65,168,66,8,0
42,095,014300,2,"Block Group 2, Census Tract 143, Northampton County, Pennsylvania",30,406,722,411,98,0,1391,805,586,274,51,53,19,47,16,0,0
42,095,015500,3,"Block Group 3, Census Tract 155, Northampton County, Pennsylvania",59,669,1820,22,0,0,1842,903,939,530,83,131,132,254,121,37,24
42,095,016300,2,"Block Group 2, Census Tract 163, Northampton County, Pennsylvania",34,490,1589,56,13,0,1691,828,863,496,63,113,139,139,90,15,0
42,095,017704,1,"Block Group 1, Census Tract 177.04, Northampton County, Pennsylvania",29,995,3151,253,0,364,3803,1785,2018,564,145,216,314,948,106,59,71
42,095,018002,4,"Block Group 4, Census Tract 180.02, Northampton County, Pennsylvania",13,467,1728,21,0,99,1885,856,1029,367,44,112,89,308,230,160,54
42,095,018200,1,"Block Group 1, Census Tract 182, Northampton County, Pennsylvania",75,729,2137,61,42,140,2467,1128,1339,702,106,218,164,282,79,15,5
42,095,018300,2,"Block Group 2, Census Tract 183, Northampton County, Pennsylvania",40,276,1082,7,0,0,1089,593,496,307,64,118,119,109,9,8,0
42,095,010600,3,"Block Group 3, Census Tract 106, Northampton County, Pennsylvania",0,385,983,20,0,141,1334,668,666,224,38,108,118,87,61,0,49
42,095,010600,1,"Block Group 1, Census Tract 106, Northampton County, Pennsylvania",0,130,423,9,0,0,462,286,176,123,32,115,58,30,17,0,1
42,095,014400,1,"Block Group 1, Census Tract 144, Northampton County, Pennsylvania",13,153,896,63,0,20,1034,421,613,372,9,156,20,120,36,0,0
42,095,014500,1,"Block Group 1, Census Tract 145, Northampton County, Pennsylvania",6,500,1193,331,0,19,1680,777,903,324,60,97,96,258,90,8,0
42,095,015201,5,"Block Group 5, Census Tract 152.01, Northampton County, Pennsylvania",59,234,720,0,0,0,788,375,413,158,74,36,29,13,32,0,0
42,095,015802,1,"Block Group 1, Census Tract 158.02, Northampton County, Pennsylvania",65,518,1564,0,0,0,1584,818,766,271,62,94,119,223,112,11,9
42,095,016202,2,"Block Group 2, Census Tract 162.02, Northampton County, Pennsylvania",83,788,2547,25,0,0,2651,1337,1314,633,91,230,210,190,76,6,0
42,095,016500,3,"Block Group 3, Census Tract 165, Northampton County, Pennsylvania",115,499,1752,27,0,0,1817,945,872,497,184,191,157,109,82,0,9
42,095,016800,2,"Block Group 2, Census Tract 168, Northampton County, Pennsylvania",147,609,2208,0,11,9,2228,1082,1146,311,52,102,79,283,194,0,37
42,095,016901,1,"Block Group 1, Census Tract 169.01, Northampton County, Pennsylvania",19,226,936,1,0,22,968,448,520,281,67,100,92,123,68,22,6
42,095,017502,1,"Block Group 1, Census Tract 175.02, Northampton County, Pennsylvania",0,629,1427,87,0,102,1831,932,899,270,87,152,75,318,161,96,47
42,095,017604,1,"Block Group 1, Census Tract 176.04, Northampton County, Pennsylvania",42,630,1702,15,0,36,1832,788,1044,195,104,167,126,451,230,38,51
42,023,960100,1,"Block Group 1, Census Tract 9601, Cameron County, Pennsylvania",0,163,514,0,0,0,524,269,255,136,73,46,59,15,7,0,0
42,023,960100,2,"Block Group 2, Census Tract 9601, Cameron County, Pennsylvania",24,339,1088,5,0,12,1139,566,573,415,68,44,51,92,8,6,0
42,023,960200,3,"Block Group 3, Census Tract 9602, Cameron County, Pennsylvania",13,249,901,0,19,0,954,459,495,378,27,74,54,59,6,14,9
42,023,960200,1,"Block Group 1, Census Tract 9602, Cameron County, Pennsylvania",25,191,646,0,1,0,650,336,314,193,37,65,52,52,19,5,0
42,023,960100,3,"Block Group 3, Census Tract 9601, Cameron County, Pennsylvania",7,95,332,0,0,11,343,142,201,101,25,30,28,21,11,0,7
42,023,960200,2,"Block Group 2, Census Tract 9602, Cameron County, Pennsylvania",11,337,1046,0,0,15,1076,597,479,261,38,131,98,184,41,18,0
42,121,200900,1,"Block Group 1, Census Tract 2009, Venango County, Pennsylvania",94,405,1389,32,0,0,1446,735,711,285,30,122,36,130,39,31,2
42,121,200900,3,"Block Group 3, Census Tract 2009, Venango County, Pennsylvania",21,103,344,0,0,0,357,154,203,127,13,49,7,7,0,0,0
42,121,200200,2,"Block Group 2, Census Tract 2002, Venango County, Pennsylvania",59,609,2197,25,0,0,2291,1126,1165,642,81,140,124,230,70,4,4
42,121,200200,3,"Block Group 3, Census Tract 2002, Venango County, Pennsylvania",7,513,1925,75,3,0,2115,1116,999,612,132,163,138,140,107,16,7
42,121,201400,1,"Block Group 1, Census Tract 2014, Venango County, Pennsylvania",24,236,774,0,0,2,816,457,359,273,32,71,53,59,31,0,5
42,121,201400,2,"Block Group 2, Census Tract 2014, Venango County, Pennsylvania",51,368,1305,10,0,10,1356,670,686,397,56,77,70,69,34,2,0
42,121,200500,1,"Block Group 1, Census Tract 2005, Venango County, Pennsylvania",54,300,1018,79,0,0,1136,589,547,360,53,145,47,90,76,28,0
42,121,200500,2,"Block Group 2, Census Tract 2005, Venango County, Pennsylvania",20,335,1136,0,0,0,1159,515,644,297,18,31,57,140,70,0,0
42,121,200700,1,"Block Group 1, Census Tract 2007, Venango County, Pennsylvania",56,325,1059,48,0,0,1138,545,593,358,62,118,60,59,0,0,0
42,121,201100,3,"Block Group 3, Census Tract 2011, Venango County, Pennsylvania",12,175,608,0,0,0,619,327,292,263,25,46,53,73,34,7,0
42,121,201100,1,"Block Group 1, Census Tract 2011, Venango County, Pennsylvania",13,331,1246,0,0,0,1257,620,637,440,38,85,80,69,62,0,6
42,121,201100,2,"Block Group 2, Census Tract 2011, Venango County, Pennsylvania",46,344,1313,0,0,0,1334,624,710,451,86,126,94,105,55,23,0
42,121,201500,4,"Block Group 4, Census Tract 2015, Venango County, Pennsylvania",13,233,778,0,0,0,792,437,355,260,36,67,66,44,45,0,2
42,121,201500,3,"Block Group 3, Census Tract 2015, Venango County, Pennsylvania",23,223,637,1,0,9,706,322,384,163,26,68,45,110,41,0,3
42,121,200400,1,"Block Group 1, Census Tract 2004, Venango County, Pennsylvania",0,196,738,7,0,0,781,233,548,183,0,18,29,19,0,0,0
42,121,200400,2,"Block Group 2, Census Tract 2004, Venango County, Pennsylvania",37,183,540,10,0,0,550,286,264,240,25,4,26,70,25,0,0
42,121,201100,4,"Block Group 4, Census Tract 2011, Venango County, Pennsylvania",50,396,1579,0,5,0,1591,823,768,377,74,117,72,156,61,7,6
42,121,201500,5,"Block Group 5, Census Tract 2015, Venango County, Pennsylvania",14,172,543,3,0,16,584,342,242,209,17,29,22,34,9,7,4
42,121,201000,1,"Block Group 1, Census Tract 2010, Venango County, Pennsylvania",10,179,670,4,0,0,684,329,355,156,28,53,37,150,0,0,0
42,121,201000,2,"Block Group 2, Census Tract 2010, Venango County, Pennsylvania",57,285,823,0,0,0,823,399,424,328,46,73,59,55,10,11,0
42,121,201000,3,"Block Group 3, Census Tract 2010, Venango County, Pennsylvania",40,405,1439,0,0,0,1445,785,660,364,44,114,152,83,32,7,0
42,121,201300,4,"Block Group 4, Census Tract 2013, Venango County, Pennsylvania",25,222,792,0,0,0,792,376,416,401,37,36,33,61,64,7,0
42,121,201300,1,"Block Group 1, Census Tract 2013, Venango County, Pennsylvania",0,252,705,0,0,0,720,343,377,286,9,69,18,59,4,19,0
42,121,201300,3,"Block Group 3, Census Tract 2013, Venango County, Pennsylvania",26,192,916,8,0,0,932,509,423,357,44,75,16,94,46,0,0
42,121,201300,2,"Block Group 2, Census Tract 2013, Venango County, Pennsylvania",10,263,981,0,0,7,996,538,458,323,74,115,66,94,52,7,0
42,121,201200,1,"Block Group 1, Census Tract 2012, Venango County, Pennsylvania",13,289,946,0,0,18,981,576,405,259,63,38,85,80,21,0,8
42,121,201200,2,"Block Group 2, Census Tract 2012, Venango County, Pennsylvania",31,147,534,0,0,0,534,297,237,189,6,32,45,24,19,0,0
42,121,200000,2,"Block Group 2, Census Tract 2000, Venango County, Pennsylvania",29,377,1416,4,0,0,1451,773,678,473,58,131,93,98,46,8,4
42,121,200000,3,"Block Group 3, Census Tract 2000, Venango County, Pennsylvania",45,279,986,0,0,0,992,478,514,374,56,63,96,57,28,0,0
42,121,200100,3,"Block Group 3, Census Tract 2001, Venango County, Pennsylvania",30,183,642,0,0,0,643,312,331,275,35,48,36,25,18,1,0
42,121,200100,2,"Block Group 2, Census Tract 2001, Venango County, Pennsylvania",40,406,1314,4,0,18,1383,696,687,482,43,118,72,120,45,11,4
42,121,200300,2,"Block Group 2, Census Tract 2003, Venango County, Pennsylvania",36,179,649,4,0,0,671,282,389,205,7,29,26,51,15,0,0
42,121,200300,1,"Block Group 1, Census Tract 2003, Venango County, Pennsylvania",37,232,920,0,0,0,922,389,533,287,14,36,38,58,27,0,0
42,121,200600,2,"Block Group 2, Census Tract 2006, Venango County, Pennsylvania",146,774,2475,0,0,0,2492,1117,1375,813,124,228,303,28,57,0,0
42,121,200600,4,"Block Group 4, Census Tract 2006, Venango County, Pennsylvania",0,126,657,0,0,0,657,316,341,250,37,20,35,76,20,0,0
42,121,200800,3,"Block Group 3, Census Tract 2008, Venango County, Pennsylvania",13,251,893,0,0,6,906,404,502,123,76,83,24,171,58,0,22
42,121,200800,2,"Block Group 2, Census Tract 2008, Venango County, Pennsylvania",17,169,681,0,0,0,696,266,430,100,17,45,19,195,28,4,0
42,121,200900,2,"Block Group 2, Census Tract 2009, Venango County, Pennsylvania",0,167,580,0,0,0,580,284,296,157,34,48,51,80,19,9,0
42,121,200200,1,"Block Group 1, Census Tract 2002, Venango County, Pennsylvania",56,336,1305,7,0,0,1340,656,684,427,39,72,75,107,36,8,5
42,121,201400,3,"Block Group 3, Census Tract 2014, Venango County, Pennsylvania",42,438,1597,2,0,7,1631,841,790,489,28,104,64,145,32,3,3
42,121,200700,2,"Block Group 2, Census Tract 2007, Venango County, Pennsylvania",51,296,887,7,0,0,946,485,461,212,27,137,54,27,0,0,0
42,121,201500,1,"Block Group 1, Census Tract 2015, Venango County, Pennsylvania",44,163,584,0,0,0,604,308,296,216,34,42,56,61,15,4,0
42,121,201500,2,"Block Group 2, Census Tract 2015, Venango County, Pennsylvania",10,178,620,0,0,4,632,303,329,202,40,34,44,87,26,0,4
42,121,200400,3,"Block Group 3, Census Tract 2004, Venango County, Pennsylvania",39,291,954,4,0,30,997,369,628,123,34,65,69,159,158,17,17
42,121,200600,1,"Block Group 1, Census Tract 2006, Venango County, Pennsylvania",57,250,755,12,0,10,793,378,415,319,18,84,42,108,29,0,0
42,121,201200,3,"Block Group 3, Census Tract 2012, Venango County, Pennsylvania",50,444,1408,0,0,42,1461,766,695,593,39,38,65,204,57,7,6
42,121,200000,1,"Block Group 1, Census Tract 2000, Venango County, Pennsylvania",12,251,774,9,0,9,833,381,452,250,38,79,67,67,36,0,0
42,121,200100,1,"Block Group 1, Census Tract 2001, Venango County, Pennsylvania",26,238,911,0,4,3,948,512,436,263,30,94,58,65,32,0,0
42,121,200100,4,"Block Group 4, Census Tract 2001, Venango County, Pennsylvania",10,225,779,0,0,0,779,423,356,295,9,63,32,63,16,3,0
42,121,200600,3,"Block Group 3, Census Tract 2006, Venango County, Pennsylvania",0,188,1055,32,0,0,1123,573,550,654,30,46,55,23,6,0,0
42,121,200800,1,"Block Group 1, Census Tract 2008, Venango County, Pennsylvania",64,276,914,47,0,0,961,457,504,267,19,95,63,127,50,12,0
42,007,604500,1,"Block Group 1, Census Tract 6045, Beaver County, Pennsylvania",23,112,138,345,7,0,527,235,292,38,14,66,48,8,0,0,0
42,007,604500,3,"Block Group 3, Census Tract 6045, Beaver County, Pennsylvania",0,67,0,236,0,51,287,164,123,109,12,49,15,24,0,0,0
42,007,604100,2,"Block Group 2, Census Tract 6041, Beaver County, Pennsylvania",8,344,879,349,0,0,1327,618,709,230,19,243,70,44,16,0,0
42,007,600601,1,"Block Group 1, Census Tract 6006.01, Beaver County, Pennsylvania",15,218,801,0,0,0,801,392,409,290,29,52,77,57,8,0,0
42,007,601300,2,"Block Group 2, Census Tract 6013, Beaver County, Pennsylvania",92,511,1290,500,0,0,1889,940,949,502,42,225,40,141,26,0,0
42,007,601300,1,"Block Group 1, Census Tract 6013, Beaver County, Pennsylvania",26,302,750,247,0,0,1132,505,627,299,28,35,96,0,59,0,0
42,007,601400,2,"Block Group 2, Census Tract 6014, Beaver County, Pennsylvania",54,545,1413,89,0,0,1565,687,878,488,137,50,79,112,55,0,14
42,007,601400,1,"Block Group 1, Census Tract 6014, Beaver County, Pennsylvania",57,239,611,347,6,0,1017,418,599,196,46,90,30,102,2,17,0
42,007,605001,2,"Block Group 2, Census Tract 6050.01, Beaver County, Pennsylvania",11,314,1205,0,0,0,1211,612,599,326,61,173,127,92,56,7,5
42,007,603803,1,"Block Group 1, Census Tract 6038.03, Beaver County, Pennsylvania",27,727,2173,0,0,0,2173,1079,1094,695,75,157,194,314,89,28,0
42,007,604200,1,"Block Group 1, Census Tract 6042, Beaver County, Pennsylvania",30,376,770,100,0,7,939,462,477,276,41,95,59,129,23,0,4
42,007,604200,2,"Block Group 2, Census Tract 6042, Beaver County, Pennsylvania",33,234,495,0,0,0,555,250,305,116,17,41,76,82,15,6,5
42,007,601600,2,"Block Group 2, Census Tract 6016, Beaver County, Pennsylvania",21,209,609,57,0,0,673,291,382,266,33,50,63,46,30,0,0
42,007,601600,1,"Block Group 1, Census Tract 6016, Beaver County, Pennsylvania",8,196,555,18,10,0,592,335,257,178,20,46,73,45,12,0,0
42,007,602701,2,"Block Group 2, Census Tract 6027.01, Beaver County, Pennsylvania",21,176,622,5,0,2,636,294,342,205,45,44,45,43,14,0,2
42,007,602900,2,"Block Group 2, Census Tract 6029, Beaver County, Pennsylvania",2,307,993,0,0,85,1081,567,514,277,86,110,150,109,25,8,0
42,007,602601,3,"Block Group 3, Census Tract 6026.01, Beaver County, Pennsylvania",0,482,1347,46,0,23,1442,654,788,260,25,117,104,356,106,53,8
42,007,602500,1,"Block Group 1, Census Tract 6025, Beaver County, Pennsylvania",27,394,1290,19,11,0,1337,568,769,485,101,139,77,93,61,6,26
42,007,602702,1,"Block Group 1, Census Tract 6027.02, Beaver County, Pennsylvania",20,339,1242,0,0,0,1284,673,611,422,33,88,135,112,82,10,10
42,007,602702,3,"Block Group 3, Census Tract 6027.02, Beaver County, Pennsylvania",8,384,1463,20,0,0,1494,645,849,320,64,148,143,141,53,0,0
42,007,605002,2,"Block Group 2, Census Tract 6050.02, Beaver County, Pennsylvania",81,402,1565,3,0,0,1570,834,736,322,39,147,191,72,41,0,0
42,007,605002,3,"Block Group 3, Census Tract 6050.02, Beaver County, Pennsylvania",52,360,1201,0,0,0,1271,735,536,318,99,100,96,158,38,7,12
42,007,603202,3,"Block Group 3, Census Tract 6032.02, Beaver County, Pennsylvania",0,695,2365,0,0,0,2418,1101,1317,540,117,138,249,387,67,0,0
42,007,603000,3,"Block Group 3, Census Tract 6030, Beaver County, Pennsylvania",39,398,1338,4,0,0,1363,691,672,508,80,166,86,121,47,4,5
42,007,603300,1,"Block Group 1, Census Tract 6033, Beaver County, Pennsylvania",20,486,1334,101,0,0,1553,631,922,393,158,140,137,180,44,0,12
42,007,603802,1,"Block Group 1, Census Tract 6038.02, Beaver County, Pennsylvania",79,998,3038,0,0,20,3058,1526,1532,782,119,397,212,477,242,39,45
42,007,604700,1,"Block Group 1, Census Tract 6047, Beaver County, Pennsylvania",36,539,1097,246,0,0,1421,682,739,490,71,93,152,169,33,0,0
42,007,604901,2,"Block Group 2, Census Tract 6049.01, Beaver County, Pennsylvania",10,294,925,72,0,0,997,495,502,157,53,155,68,233,70,10,0
42,007,604901,3,"Block Group 3, Census Tract 6049.01, Beaver County, Pennsylvania",31,355,1017,7,0,0,1065,564,501,233,20,166,47,70,39,0,39
42,007,601700,2,"Block Group 2, Census Tract 6017, Beaver County, Pennsylvania",9,308,1300,4,0,0,1322,725,597,335,100,120,88,176,17,17,0
42,007,601700,1,"Block Group 1, Census Tract 6017, Beaver County, Pennsylvania",74,608,1945,17,0,0,1977,938,1039,638,69,169,175,195,92,32,16
42,007,604000,1,"Block Group 1, Census Tract 6040, Beaver County, Pennsylvania",11,407,960,86,23,0,1115,502,613,273,73,111,88,111,0,0,9
42,007,604902,2,"Block Group 2, Census Tract 6049.02, Beaver County, Pennsylvania",16,377,993,0,0,0,1177,606,571,263,30,210,138,129,38,8,0
42,007,604902,1,"Block Group 1, Census Tract 6049.02, Beaver County, Pennsylvania",31,264,959,0,0,0,959,457,502,170,45,80,74,118,45,14,0
42,007,601200,3,"Block Group 3, Census Tract 6012, Beaver County, Pennsylvania",10,133,493,260,0,0,822,529,293,260,101,93,49,10,25,0,0
42,007,603202,2,"Block Group 2, Census Tract 6032.02, Beaver County, Pennsylvania",37,564,1747,35,0,0,1831,828,1003,226,47,283,148,319,124,12,17
42,007,603801,1,"Block Group 1, Census Tract 6038.01, Beaver County, Pennsylvania",41,619,1834,22,0,0,1904,915,989,558,84,192,195,264,73,32,0
42,007,604800,2,"Block Group 2, Census Tract 6048, Beaver County, Pennsylvania",81,532,1323,18,0,0,1376,761,615,319,73,246,158,150,39,15,8
42,007,604800,3,"Block Group 3, Census Tract 6048, Beaver County, Pennsylvania",57,658,2175,94,0,0,2312,1058,1254,444,44,142,231,268,114,37,7
42,007,604800,1,"Block Group 1, Census Tract 6048, Beaver County, Pennsylvania",0,205,670,0,0,0,670,332,338,230,44,41,9,67,45,6,0
42,007,601000,1,"Block Group 1, Census Tract 6010, Beaver County, Pennsylvania",23,277,875,1,0,31,909,433,476,121,34,49,32,221,102,30,24
42,007,601000,2,"Block Group 2, Census Tract 6010, Beaver County, Pennsylvania",8,318,1172,0,0,0,1172,483,689,158,93,81,42,223,58,10,0
42,007,601000,3,"Block Group 3, Census Tract 6010, Beaver County, Pennsylvania",17,422,1215,61,0,0,1395,667,728,372,12,128,185,159,36,9,0
42,007,601800,5,"Block Group 5, Census Tract 6018, Beaver County, Pennsylvania",31,326,783,31,0,0,840,473,367,209,58,76,81,144,57,0,0
42,007,601800,1,"Block Group 1, Census Tract 6018, Beaver County, Pennsylvania",35,232,894,0,0,0,894,498,396,201,93,51,74,91,14,0,0
42,007,601800,2,"Block Group 2, Census Tract 6018, Beaver County, Pennsylvania",14,636,1843,9,0,0,1852,1042,810,532,79,190,173,226,83,0,0
42,007,601800,4,"Block Group 4, Census Tract 6018, Beaver County, Pennsylvania",16,334,1042,0,0,0,1042,525,517,229,72,106,78,78,58,0,0
42,007,601800,3,"Block Group 3, Census Tract 6018, Beaver County, Pennsylvania",15,325,917,0,0,0,917,573,344,243,13,111,104,108,28,0,0
42,007,602300,1,"Block Group 1, Census Tract 6023, Beaver County, Pennsylvania",12,252,743,0,0,0,743,361,382,111,12,54,35,177,98,45,7
42,007,602800,3,"Block Group 3, Census Tract 6028, Beaver County, Pennsylvania",22,228,832,58,0,0,900,498,402,121,47,51,96,12,0,0,0
42,007,602800,1,"Block Group 1, Census Tract 6028, Beaver County, Pennsylvania",18,190,590,34,0,0,648,256,392,136,103,66,57,53,24,0,0
42,007,603500,2,"Block Group 2, Census Tract 6035, Beaver County, Pennsylvania",3,216,634,26,0,5,674,353,321,167,45,50,44,51,11,2,0
42,007,603500,1,"Block Group 1, Census Tract 6035, Beaver County, Pennsylvania",42,264,773,6,0,4,863,413,450,176,46,88,99,83,26,0,0
42,007,600602,2,"Block Group 2, Census Tract 6006.02, Beaver County, Pennsylvania",11,310,1039,0,0,0,1069,520,549,258,90,106,106,158,27,6,17
42,007,600602,1,"Block Group 1, Census Tract 6006.02, Beaver County, Pennsylvania",40,453,1605,16,0,0,1634,802,832,480,81,111,185,221,60,5,0
42,007,600700,1,"Block Group 1, Census Tract 6007, Beaver County, Pennsylvania",16,199,702,0,0,0,702,257,445,150,65,14,50,103,27,44,0
42,007,600700,5,"Block Group 5, Census Tract 6007, Beaver County, Pennsylvania",0,690,2349,44,0,0,2599,1271,1328,500,94,230,267,405,160,51,12
42,007,600700,4,"Block Group 4, Census Tract 6007, Beaver County, Pennsylvania",31,478,1630,33,0,0,1731,965,766,346,68,162,206,288,30,0,15
42,007,602100,2,"Block Group 2, Census Tract 6021, Beaver County, Pennsylvania",8,228,583,148,0,24,841,334,507,202,76,157,50,23,0,0,0
42,007,603700,1,"Block Group 1, Census Tract 6037, Beaver County, Pennsylvania",17,228,872,26,0,0,907,401,506,342,72,26,38,91,63,4,5
42,007,602100,1,"Block Group 1, Census Tract 6021, Beaver County, Pennsylvania",54,628,1469,287,0,0,1959,927,1032,543,121,202,151,150,56,0,0
42,007,602400,2,"Block Group 2, Census Tract 6024, Beaver County, Pennsylvania",50,308,916,5,27,0,968,442,526,182,46,107,71,180,121,10,34
42,007,603700,4,"Block Group 4, Census Tract 6037, Beaver County, Pennsylvania",9,303,930,0,10,0,948,435,513,301,33,112,67,29,84,0,0
42,007,603700,3,"Block Group 3, Census Tract 6037, Beaver County, Pennsylvania",0,401,1207,54,18,0,1301,692,609,398,58,154,121,182,28,19,8
42,007,604600,1,"Block Group 1, Census Tract 6046, Beaver County, Pennsylvania",14,212,620,384,0,6,1011,413,598,360,48,52,62,46,13,0,0
42,007,604600,2,"Block Group 2, Census Tract 6046, Beaver County, Pennsylvania",26,413,1118,112,0,9,1283,525,758,315,88,143,179,82,39,10,0
42,007,604600,3,"Block Group 3, Census Tract 6046, Beaver County, Pennsylvania",0,241,608,12,0,0,620,306,314,183,59,88,98,50,15,0,0
42,007,601100,1,"Block Group 1, Census Tract 6011, Beaver County, Pennsylvania",23,213,220,97,0,20,494,246,248,114,17,21,44,1,18,0,0
42,007,603400,1,"Block Group 1, Census Tract 6034, Beaver County, Pennsylvania",17,308,944,5,0,0,949,431,518,277,78,82,82,128,25,0,0
42,007,603400,2,"Block Group 2, Census Tract 6034, Beaver County, Pennsylvania",4,273,810,25,0,0,875,431,444,221,63,98,60,13,5,0,0
42,007,603900,1,"Block Group 1, Census Tract 6039, Beaver County, Pennsylvania",49,577,1679,6,0,0,1698,838,860,522,129,57,84,234,118,22,0
42,007,603900,2,"Block Group 2, Census Tract 6039, Beaver County, Pennsylvania",16,452,1277,18,0,83,1378,695,683,359,90,122,107,228,74,7,0
42,007,602602,2,"Block Group 2, Census Tract 6026.02, Beaver County, Pennsylvania",40,539,1602,29,0,9,1664,824,840,273,40,185,196,323,159,33,22
